Sr.No,Round ??,Institute ??,Program ??,Stream ??,Quota ??,Category ??,Seat Gender ??,Opening Rank ??,Closing Rank ??,Remark ??
9968,Round 6,"AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Biotechnology,B.Tech,All India,OPEN,Both Male and Female Seats,2001595,2013181,Fresh Only
9969,Round 6,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,433886,596991,Fresh Only
9970,Round 6,"SANSKAR COLLEGE OF ENGINEERING & TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,420801,2019175,Fresh Only
9971,Round 6,"BHARAT RATNA SARDAR VALLABHBHAI PATEL RAJKIYA ENGINEERING COLLEGE, BASTI",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1639796,2003972,Fresh Only
9972,Round 6,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1814895,1814895,Fresh Only
9973,Round 6,"RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,1799360,2019402,Fresh Only
9974,Round 6,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,331221,2018233,Fresh Only
9975,Round 6,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,386312,2013613,Fresh Only
9976,Round 6,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,All India,OPEN,Both Male and Female Seats,198258,2013412,Fresh Only
9977,Round 6,"MG INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,208026,2019215,Fresh Only
9978,Round 6,"COLLEGE OF ENGG. & RURAL TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1144138,2019273,Fresh Only
9979,Round 6,"KALICHARAN NIGAM INSTITUTE OF TECHNOLOGY,BANDA",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1238542,2018891,Fresh Only
9980,Round 6,"PRASAD INSTITUTE OF TECHNOLOGY,JAUNPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,221776,2018996,Fresh Only
9981,Round 6,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1875441,1875441,Fresh Only
9982,Round 6,"RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT & TECHNOLOGY,SULTANPUR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2005706,2018986,Fresh Only
9983,Round 6,"G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW",Computer Science And Engineering(Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,1921997,2018345,Fresh Only
9984,Round 6,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Chemistry,B.Tech,All India,OPEN,Both Male and Female Seats,839069,2016833,Fresh Only
9985,Round 6,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,724202,2019123,Fresh Only
9986,Round 6,"PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1427140,2019392,Fresh Only
9987,Round 7,"SETH VISHAMBHAR NATH INSTITUTE OF ENGG. & TECHNOLOGY,BARABANKI",Agriculture Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2113480,2113480,Fresh Only
9988,Round 7,"SHRI SIDHI VINAYAK INSTITUTE OF TECHNOLOGY,BAREILLY",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2106077,2119335,Fresh Only
9989,Round 7,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,2118689,2118689,Fresh Only
9990,Round 7,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,640133,2118029,Fresh Only
9991,Round 7,"COLLEGE OF ENGG. & RURAL TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,824145,2121190,Fresh Only
9992,Round 7,"ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1904157,1904157,Fresh Only
9993,Round 7,"DELHI INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2114872,2114872,Fresh Only
9994,Round 7,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Internet Of Things),B.Tech,All India,OPEN,Both Male and Female Seats,452392,2121681,Fresh Only
9995,Round 7,"ALLENHOUSE INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,327334,2119504,Fresh Only
9996,Round 7,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,115397,207629,Fresh Only
9997,Round 7,"SRI RAMMURTI SMARAK COLLEGE OF ENGINEERING TECHNOLOGY & RESEARCH,BAREILLY",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,669383,669383,Fresh Only
9998,Round 7,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Internet Of Things),B.Tech,All India,OPEN,Both Male and Female Seats,254045,2119806,Fresh Only
9999,Round 7,"AXIS INSTITUTE OF TECHNOLOGY & MANAGEMENT,KANPUR",Computer Science And Engineering(Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,595207,2120636,Fresh Only
10000,Round 7,"JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2103250,2103250,Fresh Only
10001,Round 7,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2115367,2115367,Fresh Only
10002,Round 7,"NEELKANTH INSTITUTE OF TECHNOLOGY,MEERUT",Artificial Inelligence (AI) And Data Science,B.Tech,All India,OPEN,Both Male and Female Seats,2102686,2116275,Fresh Only
10003,Round 7,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,1072385,2110817,Fresh Only
10004,Round 7,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2102852,2117787,Fresh Only
10005,Round 7,"ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2109173,2109173,Fresh Only
10006,Round 7,"SAROJ INSTITUTE OF TECH. & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2110971,2118127,Fresh Only
10007,Round 7,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1101784,1101784,Fresh Only
10008,Round 7,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,203379,212237,Fresh Only
10009,Round 7,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Biotechnology,B.Tech,All India,OPEN,Both Male and Female Seats,1523545,1634019,Fresh Only
10010,Round 7,"SAROJ INSTITUTE OF TECH. & MANAGEMENT,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2113003,2113003,Fresh Only
10011,Round 7,"COLLEGE OF ENGG. & RURAL TECHNOLOGY,MEERUT",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2120680,2120680,Fresh Only
10012,Round 7,"SARASWATI HIGHER EDUCATION & TECHNICAL COLLEGE OF ENGINEERING,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,1125456,2110348,Fresh Only
10013,Round 7,"SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW",Computer Science And Engineering(Internet Of Things),B.Tech,All India,OPEN,Both Male and Female Seats,2107626,2116534,Fresh Only
10014,Round 7,"R.D.ENGINEERING COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1213684,2120596,Fresh Only
10015,Round 7,"Sardar Vallabhbhai Patel University of Agriculture & Technology, Meerut",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,149834,436072,Fresh Only
10016,Round 7,"FIT ENGINEERING COLLEGE,MEERUT",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2121130,2121130,Fresh Only
10017,Round 7,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,780309,2120008,Fresh Only
10018,Round 7,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,983335,983335,Fresh Only
10019,Round 7,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Computer Science Information Technology,B.Tech,All India,OPEN,Female Seats,1394749,1394749,Fresh Only
10020,Round 7,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Mathematics and Computing,B.Tech,All India,OPEN,Both Male and Female Seats,273879,2106034,Fresh Only
10021,Round 7,LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,Computer Science & Engineering (Cyber Security),B.Tech,All India,OPEN,Both Male and Female Seats,2106286,2113277,Fresh Only
10022,Round 7,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,1359641,2108575,Fresh Only
10023,Round 7,"VISHVESHWARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,407038,2120573,Fresh Only
10024,Round 7,"HLM COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,401453,2119895,Fresh Only
10025,Round 7,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1874888,2120070,Fresh Only
10026,Round 7,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,323675,323675,Fresh Only
10027,Round 7,"HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2113705,2120547,Fresh Only
10028,Round 7,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1145263,2121024,Fresh Only
10029,Round 7,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,304281,304281,Fresh Only
10030,Round 7,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,888220,2116751,Fresh Only
10031,Round 7,"DR. K.N. MODI INSTITUTE OF ENGG. & TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1881658,1881658,Fresh Only
10032,Round 7,"AXIS INSTITUTE OF TECHNOLOGY & MANAGEMENT,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,449689,2116783,Fresh Only
10033,Round 7,"SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,493130,2118944,Fresh Only
10034,Round 7,"MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1979911,2114623,Fresh Only
10035,Round 7,"R.V.INSTITUTE OF TECHNOLOGY,BIJNAUR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2109981,2116748,Fresh Only
10036,Round 7,"J.P..INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,228296,2121195,Fresh Only
10037,Round 7,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,390330,497699,Fresh Only
10038,Round 7,"DR. RIZVI COLLEGE OF ENGINEERING,,KAUSHAMBI",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2106078,2120258,Fresh Only
10039,Round 7,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,280014,2121658,Fresh Only
10040,Round 7,"B.B.S.COLLEGE OF ENGGINERING AND TECHNOLOGY,ALLAHABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,969318,2120389,Fresh Only
10041,Round 7,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,2101732,2116571,Fresh Only
10042,Round 7,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,739397,2114379,Fresh Only
10043,Round 7,"SUYASH INSTITUTE OF INFORMATION TECHNOLOGY,GORAKHPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1193513,2120829,Fresh Only
10044,Round 7,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,125598,238864,Fresh Only
10045,Round 7,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1920752,2120319,Fresh Only
10046,Round 7,"Lucknow University, Lucknow",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,267616,457543,Fresh Only
10047,Round 7,"JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2108646,2113300,Fresh Only
10048,Round 7,"FIT ENGINEERING COLLEGE,MEERUT",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2103963,2103963,Fresh Only
10049,Round 7,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2107298,2107298,Fresh Only
10050,Round 7,Ch. Charan Singh University Campus (SCRIET) Meerut,Electronics & Instrumentation Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1127468,1127468,Fresh Only
10051,Round 7,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,388706,2115506,Fresh Only
10052,Round 7,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2114269,2114269,Fresh Only
10053,Round 7,"I.I.M.T. ENGG. COLLEGE,MEERUT",Artificial Inelligence (AI) And Data Science,B.Tech,All India,OPEN,Both Male and Female Seats,2115587,2119091,Fresh Only
10054,Round 7,"R.D.ENGINEERING COLLEGE RESEARCH CENTRE,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1043534,2120464,Fresh Only
10055,Round 7,"B.B.S.COLLEGE OF ENGGINERING AND TECHNOLOGY,ALLAHABAD",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1713802,1713802,Fresh Only
10056,Round 7,"Dr. Bhim Rao Ambedkar University, Agra",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,447024,447024,Fresh Only
10057,Round 7,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,182159,1945090,Fresh Only
10058,Round 7,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,353212,2121381,Fresh Only
10059,Round 7,"INDRAPRASTHA INSTITUTE OF MANAGEMENT & TECHNOLOGY,SAHARANPUR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2114994,2114994,Fresh Only
10060,Round 7,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,394462,2120991,Fresh Only
10061,Round 7,"NIGC INSTITUTE OF TECHNOLOGY AND MANAGEMENT, BIJNOR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,950987,950987,Fresh Only
10062,Round 7,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,127451,2118246,Fresh Only
10063,Round 7,"FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY, RAIBAREILLY",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2118671,2118671,Fresh Only
10064,Round 7,"R.D.ENGINEERING COLLEGE,GHAZIABAD",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2102478,2121459,Fresh Only
10065,Round 7,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,364193,2103793,Fresh Only
10066,Round 7,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,2112362,2112362,Fresh Only
10067,Round 7,"UNITED COLLEGE OF ENGINEERING & RESEARCH,ALLAHABAD",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2114124,2117748,Fresh Only
10068,Round 7,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,All India,OPEN,Both Male and Female Seats,423044,2105343,Fresh Only
10069,Round 7,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,594957,2120875,Fresh Only
10070,Round 7,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,552861,2111128,Fresh Only
10071,Round 7,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2101151,2119592,Fresh Only
10072,Round 7,"CENTRE FOR ADVANCE STUDIES,LUCKNOW",Electronics Engineering (VLSI Design and Technology),B.Tech,All India,OPEN,Both Male and Female Seats,115387,128196,Fresh Only
10073,Round 7,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,581123,581123,Fresh Only
10074,Round 7,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Computer Science & Engineering (Cyber Security),B.Tech,All India,OPEN,Both Male and Female Seats,2101677,2120676,Fresh Only
10075,Round 7,"ALIGARH COLLEGE OF ENGG. & TECH,ALIGARH",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,1048502,1048502,Fresh Only
10076,Round 7,"VISHVESHWARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2104122,2110527,Fresh Only
10077,Round 7,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,313362,2107154,Fresh Only
10078,Round 7,"A.N.A.COLLEGE OF ENGINEERING & MANAGEMENT,BAREILLY",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2112756,2112756,Fresh Only
10079,Round 7,"RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2113723,2115231,Fresh Only
10080,Round 7,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science And Engineering(Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,1782896,2112066,Fresh Only
10081,Round 7,"G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW",Biotechnology,B.Tech,All India,OPEN,Both Male and Female Seats,1805285,2113510,Fresh Only
10082,Round 7,"NIGC INSTITUTE OF TECHNOLOGY AND MANAGEMENT, BIJNOR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,707351,2121023,Fresh Only
10083,Round 7,"VISION INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1933399,2120396,Fresh Only
10084,Round 7,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,MAHARAJGANJ",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1691112,2121699,Fresh Only
10085,Round 7,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Bioinformatics,B.Tech,All India,OPEN,Female Seats,2105148,2105148,Fresh Only
10086,Round 7,"Khwaja Moinuddin Chishti Language University, Lucknow",Biotechnology,B.Tech,All India,OPEN,Both Male and Female Seats,1702631,1702631,Fresh Only
10087,Round 7,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,354872,568768,Fresh Only
10088,Round 7,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Artificial Inelligence (AI) And Data Science,B.Tech,All India,OPEN,Female Seats,2102922,2107596,Fresh Only
10089,Round 7,"I.I.M.T. ENGG. COLLEGE,MEERUT",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2119516,2119516,Fresh Only
10090,Round 7,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2111178,2120681,Fresh Only
10091,Round 7,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,258828,2116667,Fresh Only
10092,Round 7,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2100791,2119205,Fresh Only
10093,Round 7,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,277103,411728,Fresh Only
10094,Round 7,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,563851,2109948,Fresh Only
10095,Round 7,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2101483,2112412,Fresh Only
10096,Round 7,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,1014190,2121725,Fresh Only
10097,Round 7,"I.E.C. COLLEGE OF ENGINEERING & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,261697,2113679,Fresh Only
10098,Round 7,"HI-TECH. INSTITUTE OF ENGINEERING &TECHNOLOGY,GHAZIABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2107105,2118453,Fresh Only
10099,Round 7,"VISION INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,1801906,2120405,Fresh Only
10100,Round 7,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,898176,2121395,Fresh Only
10101,Round 7,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah (CSAUAT)",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2102314,2117785,Fresh Only
10102,Round 7,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2118669,2118669,Fresh Only
10103,Round 7,"ADHUNIK COLLEGE OF ENGG.,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2106790,2121495,Fresh Only
10104,Round 7,"VISHVESHWARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2100066,2120505,Fresh Only
10105,Round 7,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,155155,2117871,Fresh Only
10106,Round 7,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2108431,2108431,Fresh Only
10107,Round 7,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Biotechnology,B.Tech,All India,OPEN,Both Male and Female Seats,2101793,2101793,Fresh Only
